chr1	1240	2240
chr1	2439	3439
chr1	4900	5900
chr1	6199	7199
chr1	11190	12190
chr1	12944	13944
chr1	15376	16376
chr1	17282	18282
chr1	18889	19889
chr1	20895	21895
chr1	22761	23761
chr1	23851	24851
chr1	24853	25853
chr1	27660	28660
chr1	28986	29986
chr1	30847	31847
chr1	32338	33338
chr1	34155	35155
chr1	35598	36598
chr1	36866	37866
chr1	39041	40041
chr1	40457	41457
chr1	43172	44172
chr1	44366	45366
chr1	46240	47240
chr1	52753	53753
chr1	54384	55384
chr1	56235	57235
chr1	59847	60847
chr1	61658	62658
chr1	63841	64841
chr1	64883	65883
chr1	66760	67760
chr1	68962	69962
chr1	71987	72987
chr1	75124	76124
chr1	77274	78274
chr1	79053	80053
chr1	82265	83265
chr1	83390	84390
chr1	84593	85593
chr1	85755	86755
chr1	87617	88617
chr1	88826	89826
chr1	89939	90939
chr1	91635	92635
chr1	92802	93802
chr1	93902	94902
chr1	95266	96266
chr1	96366	97366
chr1	97542	98542
chr1	98656	99656
chr1	100126	101126
chr1	104431	105431
chr1	105901	106901
chr1	107042	108042
chr1	108395	109395
chr1	110054	111054
chr1	111550	112550
chr1	112649	113649
chr1	114816	115816
chr1	116609	117609
chr1	120969	121969
chr1	122126	123126
chr1	123630	124630
chr1	124794	125794
chr1	126102	127102
chr1	127624	128624
chr1	130197	131197
chr1	131546	132546
chr1	132754	133754
chr1	134905	135905
chr1	137537	138537
chr1	138685	139685
chr1	140492	141492
chr1	142539	143539
chr1	144462	145462
chr1	145716	146716
chr1	147329	148329
chr1	148984	149984
chr1	150133	151133
chr1	151920	152920
chr1	153802	154802
chr1	155693	156693
chr1	158473	159473
chr1	161776	162776
chr1	162821	163821
chr1	164035	165035
chr1	166660	167660
chr1	169743	170743
chr1	170978	171978
chr1	174181	175181
chr1	175425	176425
chr1	177000	178000
chr1	178767	179767
chr1	179875	180875
chr1	181279	182279
chr1	184059	185059
chr1	185706	186706
chr1	186872	187872
chr1	192343	193343
chr1	194735	195735
chr1	195826	196826
chr1	197903	198903
chr1	199188	200188
chr1	200874	201874
chr1	203044	204044
chr1	206474	207474
chr1	208143	209143
chr1	209821	210821
chr1	211166	212166
chr1	212200	213200
chr1	213346	214346
chr1	215866	216866
chr1	218190	219190
chr1	219446	220446
chr1	221321	222321
chr1	223198	224198
chr1	224753	225753
chr1	226557	227557
chr1	229508	230508
chr1	231177	232177
chr1	232505	233505
chr1	233550	234550
chr1	234990	235990
chr1	236639	237639
chr1	238065	239065
chr1	242800	243800
chr1	244856	245856
chr1	247168	248168
chr1	248970	249970
chr1	250205	251205
chr1	252057	253057
chr1	255331	256331
chr1	256414	257414
chr1	257584	258584
chr1	258618	259618
chr1	259847	260847
chr1	261011	262011
chr1	262219	263219
chr1	264438	265438
chr1	266918	267918
chr1	268881	269881
chr1	270682	271682
chr1	272105	273105
chr1	273739	274739
chr1	274786	275786
chr1	277021	278021
chr1	278486	279486
chr1	282314	283314
chr1	283653	284653
chr1	285775	286775
chr1	287054	288054
chr1	288123	289123
chr1	289277	290277
chr1	291366	292366
chr1	293785	294785
chr1	296692	297692
chr1	298316	299316
chr1	299424	300424
chr1	300641	301641
chr1	302334	303334
chr1	303416	304416
chr1	304524	305524
chr1	307568	308568
chr1	310388	311388
chr1	311657	312657
chr1	315179	316179
chr1	316243	317243
chr1	319122	320122
chr1	320146	321146
chr1	321774	322774
chr1	325011	326011
chr1	326239	327239
chr1	329805	330805
chr1	330952	331952
chr1	335584	336584
chr1	337204	338204
chr1	340069	341069
chr1	342363	343363
chr1	344069	345069
chr1	345309	346309
chr1	347154	348154
chr1	349630	350630
chr1	352488	353488
chr1	353544	354544
chr1	354907	355907
chr1	358168	359168
chr1	359577	360577
chr1	361645	362645
chr1	363696	364696
chr1	365633	366633
chr1	367463	368463
chr1	369273	370273
chr1	372595	373595
chr1	373903	374903
chr1	375100	376100
chr1	376483	377483
chr1	383432	384432
chr1	384741	385741
chr1	387598	388598
chr1	388959	389959
chr1	390313	391313
chr1	391326	392326
chr1	392338	393338
chr1	394172	395172
chr1	395989	396989
chr1	398004	399004
chr1	399238	400238
chr1	402013	403013
chr1	405754	406754
chr1	407878	408878
chr1	409274	410274
chr1	410809	411809
chr1	412298	413298
chr1	415426	416426
chr1	417294	418294
chr1	418423	419423
chr1	420358	421358
chr1	421635	422635
chr1	422707	423707
chr1	423783	424783
chr1	425665	426665
chr1	428197	429197
chr1	430105	431105
chr1	431639	432639
chr1	433213	434213
chr1	434323	435323
chr1	435516	436516
chr1	436979	437979
chr1	439714	440714
chr1	440752	441752
chr1	442290	443290
chr1	444545	445545
chr1	447111	448111
chr1	449244	450244
chr1	450710	451710
chr1	452393	453393
chr1	455891	456891
chr1	457043	458043
