chr1	2591	2691
chr1	3544	3644
chr1	3761	3861
chr1	6447	6547
chr1	6995	7095
chr1	10452	10552
chr1	10641	10741
chr1	10966	11066
chr1	12306	12406
chr1	13261	13361
chr1	13574	13674
chr1	20008	20108
chr1	20527	20627
chr1	22115	22215
chr1	23339	23439
chr1	24250	24350
chr1	25331	25431
chr1	27153	27253
chr1	31882	31982
chr1	34068	34168
chr1	35245	35345
chr1	38667	38767
chr1	39099	39199
chr1	39423	39523
chr1	40439	40539
chr1	41130	41230
chr1	42847	42947
chr1	45874	45974
chr1	50800	50900
chr1	51055	51155
chr1	54104	54204
chr1	55597	55697
chr1	56379	56479
chr1	56648	56748
chr1	56902	57002
chr1	57516	57616
chr1	58465	58565
chr1	58981	59081
chr1	61905	62005
chr1	64381	64481
chr1	65734	65834
chr1	70032	70132
chr1	70434	70534
chr1	70951	71051
chr1	71713	71813
chr1	74059	74159
chr1	75342	75442
chr1	76144	76244
chr1	78058	78158
chr1	78592	78692
chr1	94253	94353
chr1	97723	97823
chr1	98130	98230
chr1	98996	99096
chr1	102256	102356
chr1	102367	102467
chr1	102708	102808
chr1	103379	103479
chr1	106509	106609
chr1	108711	108811
chr1	109347	109447
chr1	111489	111589
chr1	112638	112738
chr1	113594	113694
chr1	114810	114910
chr1	115037	115137
chr1	117402	117502
chr1	118359	118459
chr1	118524	118624
chr1	125487	125587
chr1	127167	127267
chr1	128368	128468
chr1	128627	128727
chr1	130717	130817
chr1	131257	131357
chr1	131364	131464
chr1	134059	134159
chr1	136772	136872
chr1	138429	138529
chr1	138858	138958
chr1	144199	144299
chr1	148470	148570
chr1	151099	151199
chr1	153084	153184
chr1	154714	154814
chr1	156689	156789
chr1	159811	159911
chr1	160751	160851
chr1	163885	163985
chr1	164787	164887
chr1	166677	166777
chr1	167725	167825
chr1	168754	168854
chr1	171189	171289
chr1	171418	171518
chr1	172778	172878
chr1	173774	173874
chr1	176074	176174
chr1	176287	176387
chr1	176669	176769
chr1	177287	177387
chr1	179169	179269
chr1	192796	192896
chr1	193597	193697
chr1	200857	200957
chr1	202390	202490
chr1	209725	209825
chr1	213817	213917
chr1	214925	215025
chr1	217957	218057
chr1	220305	220405
chr1	224524	224624
chr1	226444	226544
chr1	228515	228615
chr1	229546	229646
chr1	229907	230007
chr1	230373	230473
chr1	233659	233759
chr1	237391	237491
chr1	238165	238265
chr1	239419	239519
chr1	240726	240826
chr1	243834	243934
chr1	246527	246627
chr1	246796	246896
chr1	248284	248384
chr1	250750	250850
chr1	252244	252344
chr1	252399	252499
chr1	254481	254581
chr1	257489	257589
chr1	257823	257923
chr1	259824	259924
chr1	263158	263258
chr1	263646	263746
chr1	267151	267251
chr1	267594	267694
chr1	268152	268252
chr1	268688	268788
chr1	268938	269038
chr1	273464	273564
chr1	279469	279569
chr1	279816	279916
chr1	280353	280453
chr1	281462	281562
chr1	286985	287085
chr1	290493	290593
chr1	291969	292069
chr1	292528	292628
chr1	293265	293365
chr1	294114	294214
chr1	294222	294322
chr1	295202	295302
chr1	296528	296628
chr1	296866	296966
chr1	297001	297101
chr1	300132	300232
chr1	300444	300544
chr1	302863	302963
chr1	305861	305961
chr1	308812	308912
chr1	309685	309785
chr1	312565	312665
chr1	317084	317184
