chr1	76190472	76228448
chr1	76190472	76228448
chr1	76190492	76228448
chr1	76190472	76228448
chr1	76205763	76228448
chr12	121163688	121177251
chr12	121163688	121177251
chr17	7123303	7128416
chr17	7123303	7128416
chr17	7120464	7128416
chr17	7123946	7128416
chr11	107992333	108018117
chr1	179271934	179322776
chr1	179304658	179322776
chr11	107992333	108018117
chr11	107992333	108018117
chr11	108004986	108018117
chr11	108004979	108018117
chr11	108004979	108018117
chr11	108004979	108018117
chr11	108004979	108018117
chr11	108004979	108018117
chr11	108004979	108018117
chr11	108004979	108018117
chr11	108004979	108018117
chr11	108004979	108018117
chr1	179271819	179322776
chr20	43248474	43280248
chr20	43248474	43255169
chr20	43248474	43280248
chr17	48243401	48252798
chr17	48243401	48252798
chr22	40742562	40762526
chr22	40742562	40762526
chr22	40745874	40762526
chr22	40742562	40783234
chr22	40742562	40762526
chr7	65541068	65557899
chr7	65541068	65557899
chr7	65541068	65557899
chr7	65541068	65557899
chr22	40742562	40762526
chr22	40745874	40762526
chr22	40742562	40783234
chr4	178352861	178363529
chr4	178352861	178363529
chr1	100316598	100387207
chr1	100316598	100387207
chr1	100316598	100387207
chr1	100316598	100387207
chr1	100318225	100387207
chr2	241808282	241818238
chr2	241808282	241818238
chr1	230838886	230846569
chr1	230838886	230846569
chr9	116150579	116155839
chr9	116150579	116155760
chr9	116150579	116155866
chrX	152990721	153009189
chr14	103389025	103397017
chr9	104184090	104193169
chr19	45409881	45412507
chr19	45409125	45412507
chr19	45409881	45412507
chr19	45409881	45412507
chr19	45409881	45412507
chr6	131894422	131905048
chr1	32042749	32052580
chr1	32044809	32052580
chr6	131894422	131905048
chr6	131894422	131905048
chr1	32042749	32052580
chr5	78076219	78281071
chr5	78111908	78281071
chr17	3379453	3402382
chr17	3379453	3402382
chr9	133327615	133376408
chr9	133327615	133376408
chr11	108098351	108236235
chr11	108098351	108236235
chr11	108098351	108100058
chr11	108098351	108100058
chr13	52508891	52585473
chr13	52508891	52585473
chr13	52508891	52585473
chr13	52508891	52585473
chr13	52508891	52585473
chr3	165491169	165548821
chr6	80816410	81053521
chr6	80837277	81053521
chr6	80816410	81053521
chr15	91290622	91358509
chr15	91290622	91358509
chr15	91290622	91358509
chr15	91303414	91358509
chr6	31895529	31913134
chr14	21679381	21702352
chr14	21679381	21702352
chr6	31895529	31913134
chr6	31868843	31913134
chr6	31901449	31913134
chr6	31895800	31913134
chr6	31895529	31902214
chr14	21679381	21702352
chr14	21679381	21702352
chr5	41142926	41203332
chr5	41142926	41203332
chr20	60711912	60718359
chr8	86376310	86393018
chr8	86377650	86393018
chr15	42652003	42703971
chr15	42652003	42703971
chr15	42652003	42703971
chr15	42694991	42703971
chr15	42701987	42703971
chr15	42701987	42703971
chr21	44473989	44492303
chr21	44473989	44492303
chr21	44473989	44492303
chr21	44473989	44492303
chr21	44473989	44487888
chr11	118215138	118223184
chr7	38305090	38305267
chr7	38299688	38305094
chr1	235826239	235993717
chr1	235826239	235993717
chr5	60170441	60240835
chr5	60170441	60217981
chr5	60199406	60240835
chr5	60170441	60214113
chr1	16370987	16383411
chr1	16375466	16383411
chr16	28488836	28503080
chr16	28488836	28503080
chr16	28488836	28503080
chr16	28488836	28500612
chr16	28488836	28500670
chr16	28488836	28500670
chr4	47938437	47954706
chr4	47938437	47954706
chr4	47938437	47954706
chr2	227872040	228012199
chr3	148891500	148939579
chr1	53662615	53679267
