k	pvalue
0	1.0000000016991175
1	1.0000000016991175
2	1.0000000016991175
3	1.0000000016991175
4	1.0000000016991175
5	1.0000000016991175
6	1.0000000016991175
7	1.0000000016991175
8	1.0000000016991175
9	1.0000000016991175
10	1.0000000016991175
11	1.0000000016991175
12	1.0000000016991175
13	1.0000000016991175
14	1.0000000016991175
15	1.0000000016991175
16	1.0000000016991175
17	1.0000000016991175
18	1.0000000016991175
19	1.0000000016991175
20	1.0000000016991175
21	1.0000000016991175
22	1.0000000016991175
23	1.0000000016991175
24	1.0000000016991175
25	1.0000000016991175
26	1.0000000016991175
27	1.0000000016991175
28	1.0000000016991175
29	1.0000000016991175
30	1.0000000016991175
31	1.0000000016991175
32	1.0000000016991175
33	1.0000000016991175
34	1.0000000016991175
35	1.0000000016991175
36	1.0000000016991175
37	1.0000000016991175
38	1.0000000016991175
39	1.0000000016991175
40	1.0000000016991175
41	1.0000000016991175
42	1.0000000016991175
43	1.0000000016991175
44	1.0000000016991175
45	1.0000000016991175
46	1.0000000016991175
47	1.0000000016991175
48	1.0000000016991175
49	1.0000000016991175
50	1.0000000016991175
51	1.0000000016991175
52	1.0000000016991175
53	1.0000000016991175
54	1.0000000016991175
55	1.0000000016991175
56	1.0000000016991175
57	1.0000000016991175
58	1.0000000016991175
59	1.0000000016991175
60	1.0000000016991175
61	1.0000000016991175
62	1.0000000016991175
63	1.0000000016991175
64	1.0000000016991175
65	1.0000000016991175
66	1.0000000016991175
67	1.0000000016991175
68	1.0000000016991175
69	1.0000000016991175
70	1.0000000016991175
71	1.0000000016991175
72	1.0000000016991175
73	1.0000000016991175
74	1.0000000016991175
75	1.0000000016991175
76	1.0000000016991175
77	1.0000000016991175
78	1.0000000016991175
79	1.0000000016991175
80	1.0000000016991175
81	1.0000000016991175
82	1.0000000016991175
83	1.0000000016991175
84	1.0000000016991175
85	1.0000000016991175
86	1.0000000016991175
87	1.0000000016991175
88	1.0000000016991175
89	1.0000000016991175
90	1.0000000016991175
91	1.0000000016991175
92	1.0000000016991175
93	1.0000000016991175
94	1.0000000016991175
95	1.0000000016991175
96	1.0000000016991175
97	1.0000000016991175
98	1.0000000016991175
99	1.0000000016991175
100	1.0000000016991175
101	1.0000000016991175
102	1.0000000016991175
103	1.0000000016991175
104	1.0000000016991175
105	1.0000000016991175
106	1.0000000016991175
107	1.0000000016991175
108	1.0000000016991175
109	1.0000000016991175
110	1.0000000016991175
111	1.0000000016991175
112	1.0000000016991175
113	1.0000000016991175
114	1.0000000016991175
115	1.0000000016991175
116	1.0000000016991175
117	1.0000000016991175
118	1.0000000016991175
119	1.0000000016991175
120	1.0000000016991175
121	1.0000000016991175
122	1.0000000016991175
123	1.0000000016991175
124	1.0000000016991175
125	1.0000000016991175
126	1.0000000016991175
127	1.0000000016991175
128	1.0000000016991175
129	1.0000000016991175
130	1.0000000016991175
131	1.0000000016991175
132	1.0000000016991175
133	1.0000000016991175
134	1.0000000016991175
135	1.0000000016991175
136	1.0000000016991175
137	1.0000000016991175
138	1.0000000016991175
139	1.0000000016991175
140	1.0000000016991175
141	1.0000000016991175
142	1.0000000016991175
143	1.0000000016991175
144	1.0000000016991175
145	1.0000000016991175
146	1.0000000016991175
147	1.0000000016991175
148	1.0000000016991175
149	1.0000000016991175
150	1.0000000016991175
151	1.0000000016991175
152	1.0000000016991175
