k	pvalue
0	1.0000000027832758
1	1.0000000027832758
2	1.0000000027832758
3	1.0000000027832758
4	1.0000000027832758
5	1.0000000027832758
6	1.0000000027832758
7	1.0000000027832758
8	1.0000000027832758
9	1.0000000027832758
10	1.0000000027832758
11	1.0000000027832758
12	1.0000000027832758
13	1.0000000027832758
14	1.0000000027832758
15	1.0000000027832758
16	1.0000000027832758
17	1.0000000027832758
18	1.0000000027832758
19	1.0000000027832758
20	1.0000000027832758
21	1.0000000027832758
22	1.0000000027832758
23	1.0000000027832758
24	1.0000000027832758
25	1.0000000027832758
26	1.0000000027832758
27	1.0000000027832758
28	1.0000000027832758
29	1.0000000027832758
30	1.0000000027832758
31	1.0000000027832758
32	1.0000000027832758
33	1.0000000027832758
34	1.0000000027832758
35	1.0000000027832758
36	1.0000000027832758
37	1.0000000027832758
38	1.0000000027832758
39	1.0000000027832758
40	1.0000000027832758
41	1.0000000027832758
42	1.0000000027832758
43	1.0000000027832758
44	1.0000000027832758
45	1.0000000027832758
46	1.0000000027832758
47	1.0000000027832758
48	1.0000000027832758
49	1.0000000027832758
50	1.0000000027832758
51	1.0000000027832758
52	1.0000000027832758
53	1.0000000027832758
54	1.0000000027832758
55	1.0000000027832758
56	1.0000000027832758
57	1.0000000027832758
58	1.0000000027832758
59	1.0000000027832758
60	1.0000000027832758
61	1.0000000027832758
62	1.0000000027832758
63	1.0000000027832758
64	1.0000000027832758
65	1.0000000027832758
66	1.0000000027832758
67	1.0000000027832758
68	1.0000000027832758
69	1.0000000027832758
70	1.0000000027832758
71	1.0000000027832758
72	1.0000000027832758
73	1.0000000027832758
74	1.0000000027832758
75	1.0000000027832758
76	1.0000000027832758
77	1.0000000027832758
78	1.0000000027832758
79	1.0000000027832758
80	1.0000000027832758
81	1.0000000027832758
82	1.0000000027832758
83	1.0000000027832758
84	1.0000000027832758
85	1.0000000027832758
86	1.0000000027832758
87	1.0000000027832758
88	1.0000000027832758
89	1.0000000027832758
90	1.0000000027832758
