k	pvalue
0	1.0000000120784998
1	1.0000000120784998
2	1.0000000120784998
3	1.0000000120784998
4	1.0000000120784998
5	1.0000000120784998
6	1.0000000120784998
7	1.0000000120784998
8	1.0000000120784998
9	1.0000000120784998
10	1.0000000120784998
11	1.0000000120784998
12	1.0000000120784998
13	1.0000000120784998
14	1.0000000120784998
15	1.0000000120784998
16	1.0000000120784998
17	1.0000000120784998
18	1.0000000120784998
19	1.0000000120784998
20	1.0000000120784998
21	1.0000000120784998
22	1.0000000120784998
23	1.0000000120784998
24	1.0000000120784998
25	1.0000000120784998
26	1.0000000120784998
27	1.0000000120784998
28	1.0000000120784998
29	1.0000000120784998
30	1.0000000120784998
31	1.0000000120784998
32	1.0000000120784998
33	1.0000000120784998
34	1.0000000120784998
35	1.0000000120784998
36	1.0000000120784998
37	1.0000000120784998
38	1.0000000120784998
39	1.0000000120784998
40	1.0000000120784998
41	1.0000000120784998
42	1.0000000120784998
43	1.0000000120784998
44	1.0000000120784998
45	1.0000000120784998
46	1.0000000120784998
47	1.0000000120784998
48	1.0000000120784998
49	1.0000000120784998
50	1.0000000120784998
51	1.0000000120784998
52	1.0000000120784998
53	1.0000000120784998
54	1.0000000120784998
55	1.0000000120784998
56	1.0000000120784998
57	1.0000000120784998
58	1.0000000120784998
59	1.0000000120784998
60	1.0000000120784998
61	1.0000000120784998
62	1.0000000120784998
63	1.0000000120784998
64	1.0000000120784998
65	1.0000000120784998
66	1.0000000120784998
67	1.0000000120784998
68	1.0000000120784998
69	1.0000000120784998
70	1.0000000120784998
71	1.0000000120784998
72	1.0000000120784998
73	1.0000000120784998
74	1.0000000120784998
75	1.0000000120784998
76	1.0000000120784998
77	1.0000000120784998
78	1.0000000120784998
79	1.0000000120784998
80	1.0000000120784998
81	1.0000000120784998
82	1.0000000120784998
83	1.0000000120784998
84	1.0000000120784998
85	1.0000000120784998
86	1.0000000120784998
87	1.0000000120784998
88	1.0000000120784998
89	1.0000000120784998
90	1.0000000120784998
91	1.0000000120784998
92	1.0000000120784998
93	1.0000000120784998
94	1.0000000120784998
95	1.0000000120784998
96	1.0000000120784998
97	1.0000000120784998
98	1.0000000120784998
99	1.0000000120784998
100	1.0000000120784998
101	1.0000000120784998
102	1.0000000120784998
103	1.0000000120784998
104	1.0000000120784998
105	1.0000000120784998
106	1.0000000120784998
107	1.0000000120784998
108	1.0000000120784998
109	1.0000000120784998
110	1.0000000120784998
111	1.0000000120784998
112	1.0000000120784998
113	1.0000000120784998
114	1.0000000120784998
115	1.0000000120784998
116	1.0000000120784998
117	1.0000000120784998
118	1.0000000120784998
119	1.0000000120784998
120	1.0000000120784998
121	1.0000000120784998
122	1.0000000120784998
123	1.0000000120784998
124	1.0000000120784998
125	1.0000000120784998
126	1.0000000120784998
127	1.0000000120784998
128	1.0000000120784998
129	1.0000000120784998
130	1.0000000120784998
131	1.0000000120784998
132	1.0000000120784998
133	1.0000000120784998
134	1.0000000120784998
135	1.0000000120784998
136	1.0000000120784998
137	1.0000000120784998
138	1.0000000120784998
139	1.0000000120784998
140	1.0000000120784998
141	1.0000000120784998
142	1.0000000120784998
143	1.0000000120784998
144	1.0000000120784998
145	1.0000000120784998
146	1.0000000120784998
147	1.0000000120784998
148	1.0000000120784998
149	1.0000000120784998
150	1.0000000120784998
151	1.0000000120784998
152	1.0000000120784998
153	1.0000000120784998
154	1.0000000120784998
155	1.0000000120784998
156	1.0000000120784998
157	1.0000000120784998
158	1.0000000120784998
159	1.0000000120784998
160	1.0000000120784998
161	1.0000000120784998
162	1.0000000120784998
163	1.0000000120784998
164	1.0000000120784998
165	1.0000000120784998
166	1.0000000120784998
167	1.0000000120784998
